Member,KMeans,GMM,Agglomerative,Hierarchical,RFM,Spark KMeans,RFM_Score,RFM_Segment,KMeans_Percent,GMM_Percent,Agglomerative_Percent,Hierarchical_Percent,RFM_Percent,SparkKMeans_Percent
3069,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
3071,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
3072,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
3073,1,2,0,4,0,0,3,Lost Customers,19.98,25.12,36.76,36.76,29.3,20.09
3074,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3075,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
3076,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
3077,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
3078,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
3079,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
3080,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3081,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3082,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3083,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
3084,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3085,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3086,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
3087,1,2,0,4,0,0,3,Lost Customers,19.98,25.12,36.76,36.76,29.3,20.09
3088,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3089,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3090,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3092,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3093,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3094,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3095,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3096,2,2,0,4,1,3,7,Loyal Customers,36.63,25.12,36.76,36.76,20.99,36.35
3097,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3098,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
3099,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
3100,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3101,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3102,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3103,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3104,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3105,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3106,1,2,0,4,1,0,6,Ordinary Buyers,19.98,25.12,36.76,36.76,20.99,20.09
3107,2,0,1,2,3,3,11,VIP,36.63,28.35,29.89,29.89,16.88,36.35
3108,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3109,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
3110,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3111,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3112,0,2,0,4,1,2,6,Ordinary Buyers,26.68,25.12,36.76,36.76,20.99,27.32
3113,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3115,3,3,1,2,2,1,9,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
3116,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3117,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3118,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
3119,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
3120,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3122,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3123,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
3124,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3125,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3126,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3127,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
3128,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
3129,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3130,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3131,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3132,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3133,0,1,0,4,2,2,9,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
3134,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3135,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
3136,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3137,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
3138,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3139,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3140,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3141,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3142,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
3143,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3144,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
3145,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3146,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3147,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3148,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3149,1,2,2,3,0,0,5,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3150,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3151,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3152,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3153,2,0,3,1,2,3,10,VIP,36.63,28.35,10.6,10.6,32.84,36.35
3154,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3155,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3156,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
3157,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
3158,1,2,0,4,1,0,6,Ordinary Buyers,19.98,25.12,36.76,36.76,20.99,20.09
3159,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
3160,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3161,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3162,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3163,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3164,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3165,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3166,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
3167,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3168,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3169,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3170,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3171,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
3172,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
3173,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3174,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3175,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3176,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3177,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3178,0,1,0,4,2,2,9,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
3179,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3180,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3181,2,1,1,2,3,3,12,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3182,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3183,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3184,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3185,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
3186,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3188,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3189,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3190,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3191,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
3193,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
3194,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
3195,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
3196,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3197,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3198,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3199,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
3200,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
3201,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3202,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3203,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3204,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3205,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
3206,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
3207,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3208,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3209,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3210,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3211,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
3212,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3213,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
3214,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3215,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
3216,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3217,0,2,2,3,0,2,3,Lost Customers,26.68,25.12,22.76,22.76,29.3,27.32
3218,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3219,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3220,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3221,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
3222,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
3223,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
3224,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
3225,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3226,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
3227,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3228,1,3,2,3,1,0,6,Ordinary Buyers,19.98,24.96,22.76,22.76,20.99,20.09
3229,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3230,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3231,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3232,2,1,1,2,3,3,12,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3233,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3234,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3235,2,1,0,4,2,3,8,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
3236,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3237,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3238,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3239,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
3240,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3241,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3242,0,3,2,3,0,2,5,Ordinary Buyers,26.68,24.96,22.76,22.76,29.3,27.32
3243,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3244,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3245,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3246,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3247,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3248,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
3249,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3250,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3251,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3252,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3253,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3254,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3255,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3256,2,0,0,4,1,3,6,Ordinary Buyers,36.63,28.35,36.76,36.76,20.99,36.35
3257,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
3258,2,3,0,4,2,3,9,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
3259,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
3260,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3262,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3263,1,2,2,3,0,0,5,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3264,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
3265,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3266,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3267,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
3268,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3269,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3270,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3271,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3272,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3273,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
3275,2,1,0,4,2,3,8,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
3276,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
3277,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
3278,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3279,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
3280,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3281,0,1,0,4,1,2,7,Loyal Customers,26.68,21.58,36.76,36.76,20.99,27.32
3282,2,2,1,2,2,3,8,Loyal Customers,36.63,25.12,29.89,29.89,32.84,36.35
3283,2,0,0,4,1,2,6,Ordinary Buyers,36.63,28.35,36.76,36.76,20.99,27.32
3284,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3285,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3286,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3287,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3288,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
3289,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3290,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3291,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3292,2,1,1,2,2,3,8,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
3293,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3294,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3295,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3296,2,0,1,2,3,3,11,VIP,36.63,28.35,29.89,29.89,16.88,36.35
3297,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3298,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3299,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3300,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3301,0,2,2,3,0,0,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,20.09
3302,0,2,2,3,0,2,5,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3303,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
3304,2,0,0,4,2,3,10,VIP,36.63,28.35,36.76,36.76,32.84,36.35
3305,0,2,0,4,0,2,4,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
3306,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3307,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
3308,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
3309,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
3310,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
3311,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
3312,2,1,0,4,2,3,9,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
3313,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3314,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3315,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
3316,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
3317,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
3318,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3319,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3320,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3321,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3322,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3323,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
3324,2,2,1,2,2,3,8,Loyal Customers,36.63,25.12,29.89,29.89,32.84,36.35
3325,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3326,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
3327,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3328,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
3329,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
3330,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3331,2,2,1,2,0,3,5,Ordinary Buyers,36.63,25.12,29.89,29.89,29.3,36.35
3332,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3333,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3334,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
3335,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3336,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
3337,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
3338,2,0,1,2,1,3,7,Loyal Customers,36.63,28.35,29.89,29.89,20.99,36.35
3339,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
3341,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
3342,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
3343,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
3344,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
3345,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
3346,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
3347,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
3348,2,0,1,2,3,3,11,VIP,36.63,28.35,29.89,29.89,16.88,36.35
3349,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
3350,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3351,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
3352,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
3353,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
3354,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
3355,0,1,0,4,2,2,8,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
3356,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
3357,2,2,1,2,1,3,7,Loyal Customers,36.63,25.12,29.89,29.89,20.99,36.35
3358,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
3359,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3360,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
3361,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
3362,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
3363,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
