Member,KMeans,GMM,Agglomerative,Hierarchical,RFM,Spark KMeans,RFM_Score,RFM_Segment,KMeans_Percent,GMM_Percent,Agglomerative_Percent,Hierarchical_Percent,RFM_Percent,SparkKMeans_Percent
1000,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
1001,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1002,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1003,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1004,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1005,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1006,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1008,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1009,2,2,1,2,1,3,7,Loyal Customers,36.63,25.12,29.89,29.89,20.99,36.35
1010,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1011,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1012,2,0,0,4,2,3,10,VIP,36.63,28.35,36.76,36.76,32.84,36.35
1013,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1014,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1015,2,2,0,4,1,2,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,27.32
1016,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1017,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1018,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
1019,1,3,2,3,0,0,4,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1020,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1021,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1022,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
1023,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1024,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1025,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1026,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1027,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1028,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1029,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1031,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1032,2,3,3,1,2,3,10,VIP,36.63,24.96,10.6,10.6,32.84,36.35
1033,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1034,1,2,0,4,1,0,6,Ordinary Buyers,19.98,25.12,36.76,36.76,20.99,20.09
1035,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1036,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1037,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1038,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1039,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1040,0,1,0,4,2,2,9,Loyal Customers,26.68,21.58,36.76,36.76,32.84,27.32
1041,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1042,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1043,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
1044,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1045,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
1046,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1047,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1048,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1049,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1050,3,3,1,2,2,3,10,VIP,16.7,24.96,29.89,29.89,32.84,36.35
1051,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1052,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1053,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1054,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1055,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1056,0,0,2,3,1,2,7,Loyal Customers,26.68,28.35,22.76,22.76,20.99,27.32
1057,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1058,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1059,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1061,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
1062,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
1063,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1064,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1065,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1066,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1067,0,3,0,4,1,2,7,Loyal Customers,26.68,24.96,36.76,36.76,20.99,27.32
1068,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1069,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1070,1,3,0,4,0,0,4,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
1071,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1072,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1073,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1074,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1075,2,0,1,2,2,3,10,VIP,36.63,28.35,29.89,29.89,32.84,36.35
1076,2,1,0,4,2,3,9,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
1077,2,3,0,4,2,3,9,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1078,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1079,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1080,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1081,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1082,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1083,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1084,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1085,0,2,0,4,1,2,6,Ordinary Buyers,26.68,25.12,36.76,36.76,20.99,27.32
1086,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1087,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
1088,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1089,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1090,3,1,3,1,2,1,10,VIP,16.7,21.58,10.6,10.6,32.84,16.24
1092,3,1,3,1,2,1,10,VIP,16.7,21.58,10.6,10.6,32.84,16.24
1093,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1094,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
1095,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1096,0,0,2,3,0,2,4,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1097,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1098,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1099,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1100,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
1101,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1102,2,0,1,2,1,3,7,Loyal Customers,36.63,28.35,29.89,29.89,20.99,36.35
1103,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1104,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1105,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1107,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
1108,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1109,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1110,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1111,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1112,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1113,2,0,1,2,1,3,7,Loyal Customers,36.63,28.35,29.89,29.89,20.99,36.35
1114,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1115,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1116,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1117,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1118,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1119,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1120,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1121,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1122,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1123,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1124,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1125,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1126,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1127,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1128,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1129,3,3,1,2,2,1,8,Loyal Customers,16.7,24.96,29.89,29.89,32.84,16.24
1130,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1132,2,0,1,2,1,3,7,Loyal Customers,36.63,28.35,29.89,29.89,20.99,36.35
1133,2,3,3,1,2,3,9,Loyal Customers,36.63,24.96,10.6,10.6,32.84,36.35
1134,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1135,2,0,0,4,1,3,6,Ordinary Buyers,36.63,28.35,36.76,36.76,20.99,36.35
1136,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1137,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1138,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1139,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
1140,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1141,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
1142,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
1143,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1144,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1145,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1146,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
1147,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1148,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
1149,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1150,0,0,0,4,2,2,9,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1151,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1152,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
1153,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1154,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
1155,2,1,0,4,2,3,9,Loyal Customers,36.63,21.58,36.76,36.76,32.84,36.35
1156,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1157,1,3,0,4,1,0,7,Loyal Customers,19.98,24.96,36.76,36.76,20.99,20.09
1158,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1159,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1160,3,1,1,2,3,3,12,VIP,16.7,21.58,29.89,29.89,16.88,36.35
1161,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1162,2,0,1,2,2,3,8,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1163,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1164,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1165,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1166,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1167,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1168,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1169,3,3,3,1,2,1,9,Loyal Customers,16.7,24.96,10.6,10.6,32.84,16.24
1170,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1171,2,3,0,4,2,3,8,Loyal Customers,36.63,24.96,36.76,36.76,32.84,36.35
1173,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1174,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1175,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1176,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1177,0,0,2,3,0,2,5,Ordinary Buyers,26.68,28.35,22.76,22.76,29.3,27.32
1178,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1179,1,3,0,4,0,0,5,Ordinary Buyers,19.98,24.96,36.76,36.76,29.3,20.09
1180,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1181,2,0,0,4,1,3,7,Loyal Customers,36.63,28.35,36.76,36.76,20.99,36.35
1182,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1183,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1184,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1185,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1186,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
1187,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1188,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1189,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1190,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1191,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1192,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1193,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1194,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1195,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1196,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1197,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1198,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1199,2,1,1,2,2,3,9,Loyal Customers,36.63,21.58,29.89,29.89,32.84,36.35
1200,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1201,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1202,2,2,1,2,1,3,7,Loyal Customers,36.63,25.12,29.89,29.89,20.99,36.35
1204,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1205,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
1206,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1207,0,0,0,4,2,2,8,Loyal Customers,26.68,28.35,36.76,36.76,32.84,27.32
1208,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1209,2,3,0,4,1,3,7,Loyal Customers,36.63,24.96,36.76,36.76,20.99,36.35
1211,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1212,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
1213,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1214,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1215,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1216,3,3,3,1,3,1,11,VIP,16.7,24.96,10.6,10.6,16.88,16.24
1217,2,2,0,4,0,3,5,Ordinary Buyers,36.63,25.12,36.76,36.76,29.3,36.35
1218,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1219,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1220,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1221,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1222,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1223,2,0,0,4,2,3,9,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1224,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1225,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1226,2,0,0,4,2,3,10,VIP,36.63,28.35,36.76,36.76,32.84,36.35
1227,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1228,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1229,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
1230,2,1,0,4,2,3,10,VIP,36.63,21.58,36.76,36.76,32.84,36.35
1231,3,1,1,2,3,1,11,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1232,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1233,3,3,3,1,2,1,10,VIP,16.7,24.96,10.6,10.6,32.84,16.24
1234,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1235,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1236,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1237,3,3,1,2,2,1,10,VIP,16.7,24.96,29.89,29.89,32.84,16.24
1238,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1239,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
1240,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
1241,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1242,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1243,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1244,1,2,0,4,0,0,4,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1245,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1246,1,3,2,3,0,0,5,Ordinary Buyers,19.98,24.96,22.76,22.76,29.3,20.09
1247,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1248,3,1,3,1,3,1,12,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1249,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1250,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1251,0,0,2,3,1,2,6,Ordinary Buyers,26.68,28.35,22.76,22.76,20.99,27.32
1252,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1253,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1254,0,3,0,4,1,2,6,Ordinary Buyers,26.68,24.96,36.76,36.76,20.99,27.32
1255,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1256,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1257,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1258,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1259,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1260,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1261,2,2,0,4,1,3,6,Ordinary Buyers,36.63,25.12,36.76,36.76,20.99,36.35
1262,1,2,2,3,0,0,4,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1263,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1264,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1265,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1266,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1267,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1268,1,2,0,4,0,0,5,Ordinary Buyers,19.98,25.12,36.76,36.76,29.3,20.09
1269,2,0,1,2,3,3,11,VIP,36.63,28.35,29.89,29.89,16.88,36.35
1270,0,2,0,4,0,2,5,Ordinary Buyers,26.68,25.12,36.76,36.76,29.3,27.32
1272,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1273,0,2,2,3,0,2,4,Ordinary Buyers,26.68,25.12,22.76,22.76,29.3,27.32
1274,1,2,2,3,0,0,5,Ordinary Buyers,19.98,25.12,22.76,22.76,29.3,20.09
1275,3,1,3,1,3,1,11,VIP,16.7,21.58,10.6,10.6,16.88,16.24
1276,2,1,1,2,2,3,10,VIP,36.63,21.58,29.89,29.89,32.84,36.35
1277,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1278,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1279,2,3,1,2,2,3,10,VIP,36.63,24.96,29.89,29.89,32.84,36.35
1280,0,0,0,4,1,2,7,Loyal Customers,26.68,28.35,36.76,36.76,20.99,27.32
1281,2,3,1,2,1,3,7,Loyal Customers,36.63,24.96,29.89,29.89,20.99,36.35
1282,2,0,0,4,2,3,8,Loyal Customers,36.63,28.35,36.76,36.76,32.84,36.35
1283,3,1,1,2,3,1,12,VIP,16.7,21.58,29.89,29.89,16.88,16.24
1284,1,2,2,3,0,0,3,Lost Customers,19.98,25.12,22.76,22.76,29.3,20.09
1285,2,3,1,2,2,3,9,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1286,2,3,1,2,3,3,11,VIP,36.63,24.96,29.89,29.89,16.88,36.35
1287,3,3,1,2,3,1,11,VIP,16.7,24.96,29.89,29.89,16.88,16.24
1288,1,3,0,4,1,0,6,Ordinary Buyers,19.98,24.96,36.76,36.76,20.99,20.09
1289,2,1,1,2,3,3,11,VIP,36.63,21.58,29.89,29.89,16.88,36.35
1290,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1291,2,3,0,4,1,3,6,Ordinary Buyers,36.63,24.96,36.76,36.76,20.99,36.35
1292,0,0,0,4,0,2,5,Ordinary Buyers,26.68,28.35,36.76,36.76,29.3,27.32
1293,2,0,1,2,2,3,9,Loyal Customers,36.63,28.35,29.89,29.89,32.84,36.35
1294,2,3,1,2,2,3,8,Loyal Customers,36.63,24.96,29.89,29.89,32.84,36.35
1295,0,0,0,4,1,2,6,Ordinary Buyers,26.68,28.35,36.76,36.76,20.99,27.32
